month_interview,years_lived_elsewhere,educ_yrs,age,exper,female,rural,earnings_usd,christian_main,christian_evang,muslim,kikuyu,wealth_group
5,24,16,29,7,1,0,250,1,0,0,0,richest
2,0,7,31,18,1,0,250,0,1,0,1,richest
3,21,16,24,2,1,0,250,0,1,0,0,richest
5,0,15,27,6,1,1,250,1,0,0,0,richer
2,0,10,39,23,1,0,250,0,1,0,0,richest
2,21,13,30,11,1,0,250,1,0,0,0,richest
3,0,16,31,9,1,1,250,1,0,0,0,richest
4,20,16,24,2,1,0,250,1,0,0,0,richest
4,0,15,42,21,1,1,250,1,0,0,1,richest
3,0,14,39,19,1,0,250,0,0,1,0,richest
2,0,14,45,25,1,1,250,1,0,0,0,richer
3,0,14,32,12,1,1,250,0,1,0,0,richer
3,28,16,29,7,1,0,250,0,1,0,1,richest
3,0,15,30,9,1,0,250,1,0,0,0,richest
4,27,14,29,9,1,0,250,1,0,0,0,richer
7,31,15,31,10,1,0,250,0,1,0,0,richest
5,0,15,25,4,1,0,250,1,0,0,0,richest
4,22,15,44,23,1,1,250,1,0,0,0,richer
5,0,15,23,2,1,0,250,1,0,0,1,richer
6,0,10,40,24,1,0,250,0,0,1,0,richest
6,13,10,28,12,1,0,250,1,0,0,0,richest
2,27,15,28,7,1,0,250,0,1,0,0,richest
6,0,8,47,33,1,0,250,1,0,0,0,richest
5,0,0,32,26,1,1,250,0,0,1,0,poorest
7,,10,37,21,1,1,250,1,0,0,1,middle
5,27,15,30,9,1,0,250,1,0,0,1,richest
7,32,14,44,24,1,1,250,0,1,0,1,middle
3,24,16,34,12,1,0,250,1,0,0,0,richest
6,23,16,25,3,1,0,250,1,0,0,0,richest
6,22,14,25,5,1,0,250,1,0,0,1,richest
3,33,14,33,13,1,0,250,1,0,0,0,richest
5,0,14,22,2,1,0,250,1,0,0,0,richer
4,0,14,48,28,1,1,250,1,0,0,1,middle
4,23,10,23,7,1,0,250,1,0,0,0,richer
3,27,8,37,23,1,0,250,1,0,0,1,richest
5,6,15,42,21,1,0,250,0,1,0,0,richer
6,42,15,47,26,1,0,250,1,0,0,0,richest
7,29,15,32,11,1,0,250,1,0,0,0,richest
5,27,14,27,7,1,0,250,0,1,0,0,richer
2,28,16,31,9,1,1,250,1,0,0,0,richer
7,29,16,29,7,1,0,250,0,0,0,0,richest
5,25,14,38,18,1,0,250,1,0,0,0,richest
6,25,15,35,14,1,0,250,0,1,0,0,richest
6,21,14,28,8,1,1,250,1,0,0,0,middle
4,36,15,36,15,1,0,250,1,0,0,0,richest
3,0,16,27,5,1,1,250,0,1,0,0,middle
6,0,15,46,25,1,1,250,1,0,0,0,richer
5,37,10,47,31,1,0,250,0,1,0,1,richest
4,33,14,33,13,1,0,250,1,0,0,0,richest
5,31,15,32,11,1,1,250,1,0,0,0,richer
3,0,15,31,10,1,0,250,0,0,0,0,richest
4,19,16,24,2,1,1,250,1,0,0,1,richest
5,19,8,25,11,1,0,250,0,1,0,0,richest
4,23,10,47,31,1,0,250,1,0,0,0,richest
5,32,15,44,23,1,0,250,1,0,0,0,richest
5,32,15,34,13,1,0,250,1,0,0,1,richest
5,24,16,26,4,1,1,250,0,1,0,0,middle
5,0,16,25,3,1,1,250,0,1,0,0,middle
5,35,15,41,20,1,1,250,1,0,0,0,richer
4,0,15,23,2,1,0,250,1,0,0,0,richest
3,0,16,25,3,1,0,250,0,1,0,0,richest
3,15,15,41,20,1,1,250,1,0,0,0,richer
6,0,16,26,4,1,0,250,1,0,0,0,richer
7,23,16,25,3,1,0,250,1,0,0,1,richest
2,20,15,22,1,1,1,250,1,0,0,0,richest
3,32,10,44,28,1,0,250,0,0,0,0,richest
3,23,17,23,0,1,0,250,1,0,0,0,richest
3,37,16,37,15,1,0,250,1,0,0,1,richer
3,21,16,23,1,1,0,250,1,0,0,1,richest
3,25,15,29,8,1,0,250,0,1,0,0,richest
5,0,8,37,23,1,1,250,1,0,0,0,poorer
5,0,14,38,18,1,1,250,1,0,0,0,middle
4,0,16,36,14,1,0,250,1,0,0,0,richest
3,0,16,34,12,1,1,250,1,0,0,0,richer
6,0,8,35,21,1,0,250,0,0,0,0,richest
4,31,10,36,20,1,0,250,1,0,0,0,richest
6,21,15,24,3,1,0,250,0,1,0,0,richest
4,0,14,44,24,1,1,250,1,0,0,0,richer
7,23,8,26,12,1,1,250,1,0,0,0,richer
3,22,14,29,9,1,0,250,1,0,0,1,richest
5,0,13,33,14,1,0,250,1,0,0,0,richest
2,0,15,29,8,1,0,250,1,0,0,0,richer
6,20,16,26,4,1,0,250,1,0,0,0,richest
4,0,10,24,8,1,0,250,0,1,0,0,richer
3,29,15,32,11,1,0,250,0,1,0,0,richest
4,24,16,34,12,1,0,250,1,0,0,0,richest
5,7,15,22,1,1,1,250,1,0,0,1,richer
6,0,15,29,8,1,0,250,1,0,0,0,richest
6,22,15,23,2,1,0,250,1,0,0,0,richest
6,19,15,24,3,1,0,250,1,0,0,0,richest
4,22,15,22,1,1,0,250,1,0,0,0,richest
6,0,8,35,21,1,1,250,1,0,0,0,poorer
6,18,8,46,32,1,0,250,0,1,0,1,richest
3,23,15,48,27,1,0,250,1,0,0,0,richest
2,30,15,32,11,1,0,250,1,0,0,0,richest
3,0,7,40,27,1,0,250,0,1,0,0,richest
5,0,16,23,1,1,0,250,1,0,0,0,richest
6,28,15,38,17,1,1,250,0,1,0,0,richer
5,0,8,32,18,1,1,250,1,0,0,0,richest
2,0,14,44,24,1,0,250,0,0,1,0,richest
6,0,15,37,16,1,0,250,1,0,0,0,richest
6,23,18,34,10,1,0,250,0,0,1,0,richest
5,32,16,42,20,1,0,250,1,0,0,0,richest
4,21,14,23,3,1,0,250,1,0,0,0,richest
6,0,15,42,21,1,1,250,0,1,0,0,richer
6,10,15,30,9,1,0,250,1,0,0,0,richest
3,0,14,35,15,1,0,250,1,0,0,1,richest
5,33,13,35,16,1,0,250,1,0,0,0,richest
2,0,0,21,15,1,1,250,1,0,0,0,poorest
3,0,5,41,30,1,0,260,0,0,1,0,richest
6,22,15,27,6,1,0,260,1,0,0,0,richest
4,26,15,36,15,1,1,260,1,0,0,0,richer
5,0,10,32,16,1,1,260,1,0,0,0,middle
3,0,8,22,8,1,0,260,0,1,0,0,middle
4,4,9,48,33,1,0,260,1,0,0,0,richest
7,25,15,28,7,1,0,260,1,0,0,0,richer
6,26,10,28,12,1,0,260,1,0,0,0,richest
5,28,8,29,15,1,0,260,0,0,1,0,richest
3,33,13,39,20,1,0,260,1,0,0,0,richest
2,30,15,30,9,1,0,260,0,1,0,0,richest
5,33,14,34,14,1,0,260,0,1,0,0,richer
5,0,15,31,10,1,1,260,1,0,0,0,middle
4,32,16,39,17,1,0,260,1,0,0,0,richest
3,31,15,35,14,1,0,260,1,0,0,0,richer
5,21,15,23,2,1,0,260,1,0,0,1,richest
2,33,7,43,30,1,0,260,0,1,0,1,richest
4,22,15,25,4,1,1,260,0,1,0,1,richer
2,0,8,46,32,1,1,260,1,0,0,0,richer
4,22,16,45,23,1,0,260,0,1,0,0,richer
5,0,10,45,29,1,1,260,0,1,0,1,richer
6,28,15,31,10,1,0,260,0,0,1,0,richer
3,33,15,33,12,1,0,260,1,0,0,0,richest
7,32,15,44,23,1,0,270,1,0,0,1,richest
5,24,16,26,4,1,0,270,0,1,0,1,richest
5,0,15,33,12,1,0,270,1,0,0,0,richest
6,23,10,30,14,1,0,270,1,0,0,0,richer
4,28,16,46,24,1,0,270,1,0,0,0,richest
3,16,6,23,11,1,0,270,0,1,0,0,middle
5,14,15,26,5,1,0,270,1,0,0,0,richer
6,43,14,48,28,1,1,270,1,0,0,0,richer
5,19,14,39,19,1,1,270,1,0,0,0,richer
5,32,14,36,16,1,1,270,1,0,0,0,middle
5,17,16,44,22,1,0,270,0,1,0,0,richest
4,33,19,33,8,1,0,270,1,0,0,0,richest
4,11,8,41,27,1,1,270,1,0,0,0,richer
3,39,14,43,23,1,1,270,0,1,0,0,richer
6,0,13,25,6,1,0,270,0,0,1,0,richest
5,24,14,27,7,1,0,270,0,1,0,0,richest
4,26,14,28,8,1,0,280,1,0,0,0,richer
3,0,14,42,22,1,0,280,1,0,0,1,richest
3,0,15,28,7,1,1,280,0,0,0,0,richer
5,30,16,34,12,1,0,280,0,1,0,0,richest
2,15,7,25,12,1,1,280,1,0,0,0,middle
4,0,16,40,18,1,1,280,0,1,0,0,middle
4,0,10,23,7,1,0,280,1,0,0,1,richest
4,28,15,40,19,1,0,280,1,0,0,0,richest
6,23,8,28,14,1,0,280,0,0,0,0,richest
3,0,15,37,16,1,1,280,1,0,0,0,richer
5,0,15,25,4,1,0,280,1,0,0,0,richest
6,38,15,43,22,1,1,280,0,1,0,0,richer
4,24,14,36,16,1,1,280,1,0,0,0,richer
6,20,15,35,14,1,0,280,0,1,0,0,richest
5,0,12,35,17,1,0,280,1,0,0,0,richest
3,33,17,38,15,1,0,280,1,0,0,1,richest
4,0,15,36,15,1,0,280,1,0,0,0,richer
4,0,10,30,14,1,0,280,1,0,0,0,richer
2,43,10,44,28,1,0,280,0,0,1,0,richest
6,19,14,20,0,1,0,280,1,0,0,1,richest
5,0,16,40,18,1,0,280,1,0,0,0,richest
4,0,10,39,23,1,1,280,1,0,0,0,middle
3,27,16,39,17,1,1,280,1,0,0,0,richest
7,0,14,37,17,1,1,280,0,1,0,1,richer
6,30,15,32,11,1,0,280,1,0,0,0,richest
6,20,14,32,12,1,0,280,0,1,0,0,richest
4,22,8,30,16,1,0,280,1,0,0,0,richer
2,26,15,27,6,1,1,280,0,1,0,0,poorer
3,0,15,34,13,1,0,280,0,1,0,0,richer
6,0,8,34,20,1,1,280,1,0,0,0,richer
4,30,10,36,20,1,0,280,0,1,0,1,richest
6,0,15,25,4,1,0,280,0,1,0,0,richest
4,30,14,44,24,1,1,289,1,0,0,0,richer
2,18,14,28,8,1,0,290,0,1,0,1,richer
2,0,10,49,33,1,0,290,1,0,0,0,richest
5,0,16,26,4,1,0,290,0,0,0,0,richest
6,35,16,40,18,1,0,290,1,0,0,0,richest
2,0,13,24,5,1,0,290,0,0,1,0,richest
4,24,13,24,5,1,0,290,1,0,0,1,richest
5,30,16,38,16,1,0,298,1,0,0,0,richest
7,32,15,35,14,1,0,300,1,0,0,0,richest
7,33,16,33,11,1,0,300,1,0,0,0,richest
4,0,8,32,18,1,0,300,0,1,0,1,richer
4,0,16,25,3,1,0,300,1,0,0,1,richest
2,21,16,29,7,1,1,300,1,0,0,0,richer
4,0,16,38,16,1,0,300,1,0,0,0,richest
4,36,16,36,14,1,1,300,0,1,0,0,richest
6,24,15,27,6,1,0,300,0,0,0,0,richer
5,32,10,38,22,1,0,300,0,0,1,0,richer
6,38,15,40,19,1,1,300,1,0,0,0,richer
2,28,16,29,7,1,0,300,1,0,0,0,richest
5,0,14,21,1,1,0,300,1,0,0,0,richer
5,0,16,31,9,1,0,300,1,0,0,0,richest
4,20,15,27,6,1,0,300,0,0,1,0,richer
4,25,15,40,19,1,0,300,1,0,0,0,richest
3,22,10,31,15,1,0,300,0,1,0,0,richest
3,0,15,26,5,1,1,300,1,0,0,0,richer
3,37,10,41,25,1,0,300,0,1,0,0,richest
5,0,14,33,13,1,0,300,1,0,0,1,richest
4,0,15,40,19,1,1,300,1,0,0,0,richer
3,0,10,47,31,1,0,300,0,1,0,0,richest
3,19,10,43,27,1,0,300,0,1,0,0,richest
3,0,14,37,17,1,1,300,0,1,0,0,middle
4,0,16,38,16,1,1,300,1,0,0,0,middle
3,30,10,31,15,1,1,300,1,0,0,1,richest
2,23,15,25,4,1,0,300,0,1,0,0,richest
6,0,16,29,7,1,0,300,1,0,0,0,richest
3,35,14,39,19,1,0,300,1,0,0,0,richest
4,30,10,35,19,1,1,300,1,0,0,0,richest
2,0,15,43,22,1,1,300,0,0,1,0,richer
2,0,0,34,28,1,0,300,0,0,1,0,poorest
5,0,15,35,14,1,1,300,1,0,0,0,richer
4,19,10,21,5,1,0,300,1,0,0,0,richest
6,28,16,36,14,1,1,300,1,0,0,0,richest
3,0,16,30,8,1,0,300,1,0,0,0,richest
6,24,15,25,4,1,1,300,1,0,0,0,richer
5,21,15,41,20,1,1,300,0,1,0,0,poorer
2,0,15,37,16,1,1,300,0,1,0,1,richer
5,0,15,42,21,1,0,300,0,1,0,0,richer
4,24,16,24,2,1,0,300,1,0,0,0,richest
6,31,14,33,13,1,0,300,1,0,0,0,richest
6,17,16,31,9,1,0,300,1,0,0,1,richest
6,0,14,22,2,1,1,300,1,0,0,1,richer
7,22,14,22,2,1,1,300,1,0,0,0,richest
5,22,10,31,15,1,0,300,1,0,0,1,richest
6,21,14,28,8,1,1,300,0,1,0,0,middle
3,20,10,38,22,1,1,300,1,0,0,0,richer
3,0,15,40,19,1,0,300,0,1,0,0,richest
2,38,4,40,30,1,0,300,0,1,0,1,richest
5,30,15,45,24,1,0,300,1,0,0,1,richest
3,20,15,22,1,1,0,300,1,0,0,0,richest
6,17,16,37,15,1,0,300,0,1,0,0,richest
7,0,16,28,6,1,0,300,1,0,0,0,richest
2,30,15,32,11,1,0,300,1,0,0,0,richest
7,27,16,29,7,1,0,300,0,1,0,0,richest
2,36,15,39,18,1,1,300,0,1,0,1,richer
4,44,14,49,29,1,0,300,1,0,0,1,richer
5,17,8,29,15,1,1,300,0,1,0,0,middle
5,26,15,31,10,1,0,300,1,0,0,0,richest
5,3,16,35,13,1,1,300,1,0,0,1,richest
6,28,15,28,7,1,0,300,1,0,0,1,richest
5,25,9,34,19,1,0,300,1,0,0,1,richest
4,0,15,40,19,1,0,300,1,0,0,0,richest
6,23,15,25,4,1,0,300,1,0,0,0,richest
5,44,10,45,29,1,1,300,1,0,0,0,richer
5,0,15,30,9,1,0,300,1,0,0,0,richest
5,24,16,38,16,1,0,300,1,0,0,1,richest
3,32,10,38,22,1,0,300,1,0,0,1,richest
4,0,14,30,10,1,0,300,0,1,0,0,richest
4,30,15,34,13,1,1,300,1,0,0,0,richer
6,23,10,38,22,1,1,300,0,1,0,0,richer
6,15,12,30,12,1,0,300,0,1,0,0,richer
4,0,10,24,8,1,0,300,1,0,0,0,richer
5,23,5,38,27,1,1,300,0,1,0,0,poorer
4,0,16,36,14,1,1,300,0,1,0,0,richest
6,22,16,31,9,1,0,300,1,0,0,0,richest
5,28,14,43,23,1,0,300,1,0,0,1,richest
3,23,10,36,20,1,0,300,0,1,0,1,richest
7,19,10,49,33,1,0,300,0,1,0,1,richest
3,15,10,22,6,1,0,300,1,0,0,1,richer
4,34,8,34,20,1,1,300,0,1,0,0,poorest
5,21,15,26,5,1,0,300,1,0,0,0,richer
3,30,14,46,26,1,0,300,0,0,0,0,richest
4,23,8,36,22,1,0,300,0,1,0,0,richest
4,0,7,41,28,1,0,300,1,0,0,0,richest
3,18,10,28,12,1,0,300,1,0,0,0,richer
4,17,10,27,11,1,0,300,1,0,0,1,richest
2,0,15,29,8,1,1,300,1,0,0,0,richest
3,34,10,37,21,1,1,300,1,0,0,0,richer
4,19,10,34,18,1,0,300,0,0,0,0,richest
3,0,16,27,5,1,0,300,1,0,0,0,richest
4,13,10,43,27,1,0,300,0,1,0,1,richest
5,18,10,24,8,1,0,300,1,0,0,0,richer
5,26,15,29,8,1,0,300,1,0,0,0,richer
4,37,10,38,22,1,0,300,1,0,0,0,richest
2,0,8,48,34,1,1,300,0,1,0,0,middle
5,31,14,36,16,1,1,300,1,0,0,0,richer
3,26,15,36,15,1,0,300,0,0,0,0,richest
3,23,15,30,9,1,1,300,0,1,0,0,richer
2,0,10,29,13,1,0,300,1,0,0,1,richest
5,0,16,27,5,1,0,300,0,0,0,0,richer
2,32,15,33,12,1,0,300,1,0,0,1,richer
4,0,16,33,11,1,0,300,1,0,0,0,richest
3,22,10,49,33,1,0,300,1,0,0,0,richest
2,34,16,46,24,1,1,300,0,1,0,1,richer
6,26,15,28,7,1,0,300,0,1,0,0,richest
4,32,15,40,19,1,0,300,0,1,0,0,richest
3,0,15,23,2,1,1,300,0,1,0,0,richer
4,29,14,35,15,1,0,300,1,0,0,0,richest
3,11,16,21,-1,1,0,300,1,0,0,1,richer
5,38,10,43,27,1,0,300,1,0,0,0,richer
4,26,8,48,34,1,0,300,1,0,0,1,richest
5,0,13,41,22,1,0,300,1,0,0,0,richest
6,24,10,36,20,1,0,300,1,0,0,0,richest
4,0,15,31,10,1,0,300,1,0,0,1,richer
3,19,10,24,8,1,0,300,1,0,0,0,richest
2,0,10,42,26,1,0,300,1,0,0,0,richest
6,18,10,42,26,1,0,300,0,0,0,0,richest
6,0,16,43,21,1,1,300,1,0,0,1,richest
5,0,10,47,31,1,0,300,1,0,0,0,richer
5,21,13,33,14,1,0,300,0,1,0,0,richest
3,25,15,42,21,1,0,300,1,0,0,0,richest
6,0,16,26,4,1,1,300,0,1,0,0,poorer
3,42,15,44,23,1,1,300,1,0,0,0,poorer
2,26,15,26,5,1,1,300,0,1,0,1,richer
5,24,15,26,5,1,0,300,1,0,0,0,richest
3,0,10,39,23,1,1,300,1,0,0,0,poorer
3,23,7,43,30,1,0,300,1,0,0,0,middle
5,20,14,42,22,1,0,300,1,0,0,1,richer
5,15,8,32,18,1,0,300,1,0,0,0,richer
5,0,15,43,22,1,1,300,1,0,0,0,richest
3,27,19,42,17,1,0,300,1,0,0,0,richest
3,45,16,45,23,1,1,300,1,0,0,1,richer
6,20,10,31,15,1,0,300,0,1,0,1,richest
3,11,8,26,12,1,1,300,0,1,0,0,middle
3,22,0,44,38,1,1,300,0,1,0,0,poorest
6,28,14,29,9,1,0,300,1,0,0,0,richer
3,,7,19,6,1,1,300,0,1,0,0,poorest
4,11,3,49,40,1,0,300,0,0,1,0,poorer
6,23,14,35,15,1,1,300,1,0,0,0,middle
5,7,15,26,5,1,0,300,1,0,0,0,richest
4,30,8,34,20,1,0,300,1,0,0,0,richest
4,33,16,33,11,1,0,300,1,0,0,1,richest
6,0,16,30,8,1,0,300,0,1,0,1,richest
4,25,14,31,11,1,0,300,1,0,0,0,richest
3,34,8,36,22,1,0,300,1,0,0,0,richest
3,29,16,31,9,1,0,300,0,1,0,0,richest
7,0,12,40,22,1,1,300,1,0,0,0,richest
3,22,15,26,5,1,0,300,1,0,0,0,richest
6,24,15,26,5,1,1,300,1,0,0,0,richer
5,14,15,38,17,1,0,300,1,0,0,0,richest
7,30,17,34,11,1,0,300,1,0,0,1,richest
4,0,7,16,3,1,1,300,1,0,0,0,poorer
2,0,6,23,11,1,0,300,0,0,1,0,richer
6,18,15,23,2,1,0,300,0,1,0,0,richest
3,0,16,34,12,1,0,300,0,1,0,0,richest
6,30,16,30,8,1,0,300,1,0,0,0,richer
6,25,16,25,3,1,0,300,0,0,1,0,richest
5,39,15,42,21,1,0,300,1,0,0,0,richer
4,0,10,43,27,1,0,300,0,1,0,0,richest
5,28,14,29,9,1,0,300,1,0,0,0,richest
3,19,8,25,11,1,0,300,0,1,0,0,richest
4,27,8,44,30,1,0,300,1,0,0,0,richest
5,24,16,25,3,1,1,300,1,0,0,0,middle
5,0,8,33,19,1,0,300,0,1,0,0,middle
6,0,5,36,25,1,1,300,0,1,0,0,poorest
6,0,14,29,9,1,0,300,0,1,0,0,richer
5,27,15,37,16,1,0,300,1,0,0,1,richer
3,28,14,30,10,1,0,300,0,1,0,0,richest
4,11,16,33,11,1,0,300,1,0,0,0,richest
3,22,14,32,12,1,1,300,1,0,0,0,poorer
2,24,16,27,5,1,0,300,1,0,0,1,richest
5,0,16,25,3,1,0,300,1,0,0,0,richest
5,24,15,29,8,1,0,300,0,1,0,0,richest
3,33,14,36,16,1,1,300,1,0,0,1,richer
6,18,16,28,6,1,0,300,1,0,0,1,richest
4,40,6,44,32,1,0,300,1,0,0,1,richest
3,20,14,29,9,1,0,300,1,0,0,0,richest
6,0,15,28,7,1,0,300,1,0,0,0,richest
4,23,10,43,27,1,0,300,1,0,0,0,richest
4,22,16,34,12,1,0,300,1,0,0,0,richest
4,0,9,41,26,1,0,300,0,1,0,0,richest
3,0,16,27,5,1,1,300,0,1,0,1,richer
4,29,15,33,12,1,0,300,1,0,0,0,richest
3,0,12,22,4,1,0,300,0,0,1,0,richest
5,25,16,28,6,1,1,300,1,0,0,0,richer
2,0,6,36,24,1,1,300,1,0,0,1,poorer
7,20,10,26,10,1,0,300,0,1,0,0,richest
6,24,10,30,14,1,0,300,1,0,0,0,richest
4,23,15,23,2,1,0,300,1,0,0,0,richest
3,0,14,28,8,1,1,300,1,0,0,0,richer
2,25,8,34,20,1,0,300,1,0,0,0,richest
4,17,14,27,7,1,0,300,0,0,1,0,richer
3,13,8,33,19,1,0,300,0,1,0,0,richer
2,25,15,35,14,1,1,300,1,0,0,0,richest
3,0,16,39,17,1,0,300,1,0,0,0,richest
5,0,8,37,23,1,1,300,1,0,0,0,richest
4,0,16,34,12,1,1,300,0,1,0,0,richest
6,20,14,25,5,1,0,300,1,0,0,1,richest
3,9,15,34,13,1,1,300,1,0,0,0,richer
2,0,15,30,9,1,0,300,1,0,0,0,richest
5,0,10,39,23,1,1,300,0,1,0,1,richer
4,19,20,42,16,1,0,300,1,0,0,0,richest
2,24,15,33,12,1,0,300,1,0,0,1,richest
3,0,8,23,9,1,0,300,0,1,0,0,middle
4,25,10,29,13,1,0,300,1,0,0,1,richest
4,0,10,43,27,1,0,300,0,0,1,0,richest
5,0,15,38,17,1,1,300,1,0,0,0,richer
3,19,16,24,2,1,0,300,1,0,0,0,richest
5,43,15,46,25,1,0,300,1,0,0,0,richer
2,0,16,27,5,1,0,300,1,0,0,0,richest
3,28,10,34,18,1,0,300,0,1,0,1,richest
6,0,15,31,10,1,0,300,0,1,0,0,richest
6,23,10,44,28,1,0,300,0,0,1,0,richest
2,31,10,33,17,1,0,300,1,0,0,0,richest
3,31,15,35,14,1,0,300,0,1,0,0,richest
4,23,10,24,8,1,0,300,1,0,0,1,richer
5,0,8,45,31,1,0,300,1,0,0,1,richest
3,0,15,38,17,1,1,300,1,0,0,0,richest
5,0,15,41,20,1,1,300,0,1,0,0,richer
5,28,16,33,11,1,0,300,1,0,0,1,richest
6,34,15,36,15,1,1,300,1,0,0,0,richer
2,0,15,46,25,1,1,300,1,0,0,0,richer
5,24,15,37,16,1,1,300,1,0,0,1,richer
3,0,14,44,24,1,0,300,1,0,0,0,richest
2,0,0,42,36,1,0,300,0,0,1,0,richer
4,31,14,35,15,1,0,300,1,0,0,0,richest
5,28,13,40,21,1,0,300,1,0,0,0,richest
3,26,10,29,13,1,0,300,1,0,0,0,richest
6,0,14,28,8,1,0,300,0,1,0,1,richest
6,22,16,29,7,1,0,300,1,0,0,0,richest
3,14,14,39,19,1,0,300,0,1,0,1,richest
6,0,10,28,12,1,0,300,1,0,0,0,richest
4,35,15,42,21,1,0,300,1,0,0,0,richest
2,0,15,28,7,1,0,300,1,0,0,0,richer
5,24,16,28,6,1,0,300,1,0,0,0,richest
4,23,15,42,21,1,0,300,1,0,0,0,richest
2,26,16,29,7,1,0,300,1,0,0,0,richest
2,24,14,39,19,1,1,300,1,0,0,0,richer
2,20,15,30,9,1,0,300,1,0,0,0,richest
7,0,15,34,13,1,0,300,1,0,0,1,richest
3,0,15,26,5,1,1,300,1,0,0,0,middle
4,24,15,31,10,1,0,300,1,0,0,0,richest
5,0,15,30,9,1,1,300,1,0,0,0,richest
5,20,10,23,7,1,0,300,1,0,0,0,richest
6,23,10,34,18,1,1,300,1,0,0,1,richer
6,33,16,35,13,1,1,300,1,0,0,0,richer
6,0,8,29,15,1,1,300,0,0,1,0,poorer
3,30,18,33,9,1,0,300,1,0,0,0,richest
5,20,12,22,4,1,1,300,1,0,0,0,middle
6,35,15,37,16,1,1,300,1,0,0,0,poorer
3,40,15,42,21,1,0,300,1,0,0,0,richest
3,42,15,43,22,1,0,300,1,0,0,0,richest
5,32,15,42,21,1,0,300,1,0,0,1,richest
6,18,8,48,34,1,0,300,0,0,1,0,richest
4,22,16,25,3,1,1,300,1,0,0,0,middle
5,22,6,22,10,1,1,300,1,0,0,0,richest
4,0,15,46,25,1,1,300,1,0,0,0,richer
2,0,7,27,14,1,1,300,1,0,0,0,middle
3,32,15,45,24,1,0,300,1,0,0,0,richest
4,30,10,37,21,1,0,300,0,1,0,0,richest
3,10,15,36,15,1,0,300,0,1,0,0,middle
3,34,10,36,20,1,1,300,1,0,0,1,richer
5,26,16,27,5,1,1,300,0,1,0,0,middle
2,20,15,35,14,1,1,300,1,0,0,0,richer
5,0,16,32,10,1,1,300,1,0,0,0,poorer
2,0,0,32,26,1,0,300,0,0,1,0,richer
2,25,15,36,15,1,0,300,1,0,0,0,richest
5,20,16,26,4,1,0,300,1,0,0,0,richest
5,15,15,38,17,1,0,300,1,0,0,0,richest
3,0,0,35,29,1,0,300,1,0,0,0,richest
4,22,10,49,33,1,0,300,1,0,0,1,richest
4,31,14,33,13,1,0,300,1,0,0,1,richest
4,0,14,42,22,1,1,300,1,0,0,0,richer
3,34,15,36,15,1,0,300,1,0,0,0,richest
7,24,17,25,2,1,1,300,1,0,0,0,richest
5,0,15,29,8,1,0,300,0,1,0,1,richest
3,44,8,45,31,1,0,300,0,1,0,1,richer
7,0,16,32,10,1,0,300,0,1,0,0,richest
3,0,15,32,11,1,0,300,0,0,1,0,richer
6,20,5,37,26,1,0,300,0,0,1,0,richest
5,18,10,28,12,1,0,300,0,1,0,0,richest
6,32,15,37,16,1,1,300,1,0,0,0,richer
4,0,10,32,16,1,1,300,1,0,0,1,richer
4,0,15,31,10,1,0,300,1,0,0,0,richer
5,28,15,34,13,1,0,300,1,0,0,0,richer
6,29,15,31,10,1,0,300,1,0,0,1,richest
3,20,15,24,3,1,0,300,0,0,0,0,richest
2,0,13,39,20,1,0,300,1,0,0,0,richest
3,19,13,19,0,1,0,300,1,0,0,0,richer
2,39,7,47,34,1,1,300,1,0,0,0,richest
6,0,7,35,22,1,1,300,1,0,0,0,middle
5,5,16,25,3,1,0,300,0,1,0,0,richest
4,36,10,38,22,1,0,300,1,0,0,0,richest
5,3,16,31,9,1,0,300,0,1,0,0,richest
6,17,8,39,25,1,0,300,0,1,0,0,richest
6,0,14,38,18,1,0,300,1,0,0,1,richest
6,0,6,41,29,1,1,300,0,0,1,0,richer
5,21,10,33,17,1,0,300,1,0,0,1,richest
6,31,14,34,14,1,1,300,1,0,0,1,richer
3,0,18,38,14,1,1,300,0,1,0,0,richer
4,21,14,24,4,1,0,300,0,1,0,1,richest
7,0,10,28,12,1,0,300,0,0,1,0,poorer
6,26,15,29,8,1,0,300,1,0,0,0,richest
5,31,16,35,13,1,0,300,1,0,0,0,richer
4,0,16,30,8,1,0,300,1,0,0,0,richest
5,23,15,43,22,1,0,300,0,1,0,0,richest
6,20,10,47,31,1,0,300,1,0,0,0,richer
3,26,14,36,16,1,1,300,1,0,0,0,richer
5,26,15,31,10,1,0,300,0,1,0,1,richest
3,24,15,26,5,1,0,300,1,0,0,0,richest
7,0,16,42,20,1,0,300,1,0,0,0,richest
5,26,15,43,22,1,0,300,0,1,0,1,richest
4,18,8,18,4,1,1,300,1,0,0,0,poorest
2,29,16,38,16,1,0,300,1,0,0,0,richest
3,0,15,36,15,1,1,300,1,0,0,0,richer
6,0,15,25,4,1,0,310,1,0,0,0,richest
4,18,15,49,28,1,1,310,1,0,0,0,richer
3,30,15,31,10,1,0,310,1,0,0,0,richest
3,0,14,43,23,1,0,310,1,0,0,0,richest
3,21,9,25,10,1,0,310,1,0,0,1,richest
3,0,15,34,13,1,0,310,1,0,0,0,richest
6,29,15,45,24,1,0,310,1,0,0,1,richest
2,0,15,25,4,1,0,320,0,0,1,0,richer
5,27,8,27,13,1,0,320,1,0,0,0,richest
6,26,15,31,10,1,1,320,1,0,0,0,middle
2,31,15,32,11,1,1,320,1,0,0,0,richer
