"","age","spotify_plays_day","marital_status","gender","genre","years_since_last_hit","revenue"
"1286",50,14,"player","Male","pop",26,768588
"1287",24,10,"single","Male","pop",8,1030310
"1288",20,10,"single","Female","pop",10,204943
"1289",50,14,"player","Male","pop",22,397070
"1290",21,10,"single","Female","pop",20,163112
"1291",42,13,"player","Male","pop",39,394119
"1292",32,9,"single","Male","pop",28,169829
"1293",68,13,"player","Male","pop",61,49627
"1294",27,10,"single","Male","pop",21,448984
"1295",41,12,"player","Male","pop",19,407823
"1296",61,9,"player","Male","pop",25,271704
"1297",25,14,"single","Male","pop",20,491148
"1298",41,4,"player","Male","pop",22,170900
"1299",34,10,"single","Male","pop",31,295258
"1300",60,15,"player","Male","EDM",41,377337
"1301",38,10,"player","Male","pop",23,268064
"1302",47,10,"boring","Female","pop",29,380463
"1303",44,10,"player","Male","EDM",17,515245
"1304",18,8,"single","Female","pop",14,172096
"1305",26,13,"player","Female","pop",11,865683
"1306",29,10,"single","Female","pop",26,310873
"1307",39,13,"single","Male","pop",19,253958
"1308",32,9,"player","Male","pop",24,175773
"1309",33,5,"boring","Male","pop",17,384637
"1310",37,9,"player","Male","pop",26,264425
"1311",35,11,"single","Male","pop",15,715026
"1312",52,10,"boring","Female","pop",42,55530
"1313",45,10,"player","Female","pop",27,173723
"1314",41,9,"player","Male","pop",39,99699
"1315",33,13,"boring","Female","hiphop",30,318207
"1316",50,9,"player","Male","pop",18,357388
"1317",57,13,"player","Male","pop",39,537969
"1318",43,9,"player","Male","pop",27,254719
"1319",23,10,"single","Male","mumblerock",15,345048
"1320",64,10,"boring","Female","pop",39,265609
"1321",34,7,"player","Male","pop",10,1036068
"1322",31,13,"single","Male","pop",11,510743
"1323",58,13,"boring","Female","pop",37,225647
"1324",25,13,"boring","Female","pop",21,145434
"1325",19,10,"single","Female","pop",17,432500
"1326",24,13,"single","Male","hiphop",23,276690
"1327",32,13,"player","Male","pop",31,94747
"1328",77,15,"player","Male","pop",49,111363
"1329",46,9,"single","Male","pop",17,164296
"1330",40,9,"player","Male","pop",32,260915
"1331",26,9,"single","Male","pop",21,374802
"1332",50,9,"player","Male","pop",37,97629
"1333",32,7,"player","Male","pop",12,323155
"1334",30,7,"single","Male","mumblerock",14,480055
"1335",48,4,"player","Male","pop",47,118663
"1336",52,6,"single","Male","pop",44,176529
"1337",43,10,"player","Male","hiphop",17,254424
"1338",42,13,"player","Male","pop",29,193093
"1339",29,13,"single","Male","pop",9,664140
"1340",58,4,"player","Male","hiphop",30,250063
"1341",19,9,"single","Male","pop",11,531876
"1342",54,9,"player","Female","pop",34,187915
"1343",18,9,"single","Female","pop",7,420602
"1344",28,14,"single","Female","pop",24,301915
"1345",38,11,"single","Male","pop",35,108582
"1346",38,9,"single","Male","hiphop",21,536477
"1347",23,10,"player","Male","pop",11,428641
"1348",46,10,"player","Male","pop",17,372347
"1349",25,10,"single","Female","pop",13,192162
"1350",36,13,"player","Male","pop",30,174078
"1351",49,13,"player","Male","pop",18,603894
"1352",17,8,"single","Male","pop",16,255135
"1353",39,9,"player","Male","pop",37,340595
"1354",24,12,"single","Female","pop",23,306021
"1355",52,10,"single","Male","pop",30,286098
"1356",44,9,"player","Male","pop",36,272686
"1357",53,10,"boring","Female","mumblerock",25,249297
"1358",27,9,"single","Male","hiphop",24,331399
"1359",55,16,"player","Male","pop",26,333662
"1360",29,9,"single","Male","EDM",26,458170
"1361",51,13,"player","Male","pop",17,577346
"1362",43,11,"player","Female","pop",14,387720
"1363",45,10,"boring","Male","hiphop",30,489493
"1364",51,9,"boring","Female","pop",35,447328
"1365",47,14,"player","Male","pop",37,246744
"1366",47,10,"player","Male","pop",19,245310
"1367",65,10,"player","Male","pop",56,102940
"1368",34,9,"boring","Female","pop",24,106871
"1369",32,13,"player","Male","pop",22,445470
"1370",42,12,"player","Male","pop",19,148650
"1371",29,9,"single","Female","pop",22,147506
"1372",37,13,"player","Male","pop",18,205240
"1373",28,9,"boring","Female","hiphop",14,1276207
"1374",43,13,"player","Male","pop",29,238926
"1375",25,10,"player","Male","pop",14,513025
"1376",43,14,"boring","Female","pop",15,221510
"1377",45,12,"player","Male","pop",29,189040
"1378",23,10,"single","Male","pop",12,117566
"1379",34,9,"player","Male","pop",17,243387
"1380",35,9,"boring","Female","pop",30,213578
"1381",24,9,"single","Female","pop",13,174156
"1382",49,4,"single","Male","pop",25,211677
"1383",21,9,"single","Male","pop",15,364709
"1384",20,10,"single","Male","pop",7,767502
"1385",24,10,"single","Female","pop",7,202171
"1386",55,9,"player","Male","pop",26,158378
"1387",30,9,"single","Female","pop",21,123690
"1388",45,5,"single","Male","pop",14,321115
"1389",42,14,"player","Male","pop",32,247095
"1390",31,13,"player","Female","pop",23,241797
"1391",27,9,"player","Male","pop",25,180870
"1392",27,14,"single","Female","pop",25,1057996
"1393",28,9,"single","Female","hiphop",25,896739
"1394",41,9,"player","Male","pop",15,368652
"1395",45,14,"player","Male","pop",38,89372
"1396",23,12,"single","Female","pop",16,410587
"1397",52,6,"boring","Male","EDM",41,394775
"1398",35,9,"player","Male","pop",29,409760
"1399",30,14,"boring","Male","pop",12,121838
"1400",28,10,"player","Male","pop",8,392746
"1401",46,14,"boring","Male","pop",27,366440
"1402",17,7,"single","Male","pop",5,370759
"1403",38,9,"boring","Male","pop",21,374394
"1404",24,9,"player","Male","pop",13,287131
"1405",26,13,"player","Male","pop",18,511978
"1406",42,9,"player","Male","pop",38,87117
"1407",23,9,"single","Male","pop",17,201828
"1408",37,9,"boring","Female","hiphop",31,347318
"1409",44,10,"player","Male","pop",15,530893
"1410",54,10,"player","Male","pop",20,239897
"1411",40,4,"single","Male","pop",21,398457
"1412",45,13,"player","Male","pop",44,103879
"1413",40,9,"player","Male","pop",31,131781
"1414",37,13,"single","Male","pop",15,628243
"1415",21,9,"player","Male","pop",12,399522
"1416",20,9,"single","Male","pop",13,185125
"1417",23,11,"single","Male","pop",20,279774
"1418",79,9,"player","Male","pop",35,405104
"1419",52,9,"boring","Male","pop",30,128007
"1420",18,7,"single","Female","pop",11,418037
"1421",50,10,"single","Male","pop",43,98795
"1422",46,3,"player","Female","EDM",18,389414
"1423",58,13,"player","Male","pop",49,106872
"1424",52,9,"player","Male","pop",40,100306
"1425",61,15,"player","Male","pop",32,299819
"1426",58,9,"player","Male","pop",46,130140
"1427",23,10,"single","Male","pop",22,244845
"1428",19,9,"single","Female","pop",7,560508
"1429",40,13,"player","Male","hiphop",26,257876
"1430",59,13,"player","Male","pop",29,191290
"1431",23,13,"single","Female","pop",16,369089
"1432",34,11,"boring","Male","pop",15,298126
"1433",49,9,"player","Male","pop",16,330551
"1434",58,9,"player","Male","pop",26,436576
"1435",18,9,"single","Male","pop",6,418876
"1436",38,12,"boring","Female","pop",22,376886
"1437",40,13,"player","Male","pop",36,123235
"1438",47,2,"player","Male","pop",40,161901
"1439",28,9,"player","Male","mumblerock",20,295795
"1440",38,13,"player","Male","pop",23,253559
"1441",22,9,"player","Male","pop",14,606368
"1442",63,10,"boring","Female","pop",49,188510
"1443",39,9,"player","Male","pop",29,219073
"1444",42,13,"boring","Male","pop",22,512713
"1445",26,9,"player","Male","pop",15,670459
"1446",21,9,"single","Male","pop",16,140492
"1447",23,13,"single","Female","pop",15,66823
"1448",38,11,"player","Male","pop",11,999819
"1449",37,11,"player","Male","pop",12,348739
"1450",28,9,"single","Female","pop",21,381389
"1451",32,9,"player","Male","pop",17,201615
"1452",31,9,"single","Male","hiphop",18,277559
"1453",35,10,"player","Male","EDM",31,285669
"1454",21,10,"single","Female","pop",6,247286
"1455",35,6,"boring","Male","pop",27,240128
"1456",21,6,"single","Male","mumblerock",12,421689
"1457",58,10,"player","Male","pop",53,104402
"1458",34,9,"single","Female","pop",29,119448
"1459",33,10,"player","Male","pop",26,196950
"1460",34,13,"single","Male","pop",10,491252
"1461",30,10,"player","Male","pop",26,622982
"1462",43,13,"boring","Female","pop",30,288294
"1463",48,9,"single","Female","pop",22,611879
"1464",31,10,"player","Male","pop",30,83595
"1465",59,15,"player","Male","pop",55,108393
"1466",37,4,"player","Male","hiphop",13,300479
"1467",27,10,"boring","Female","pop",17,1402602
"1468",27,9,"boring","Male","pop",25,553469
"1469",57,9,"single","Male","hiphop",18,539457
"1470",38,13,"player","Male","pop",37,206659
"1471",27,11,"single","Male","hiphop",22,290135
"1472",42,14,"single","Male","pop",34,202618
"1473",22,10,"single","Female","hiphop",13,320314
"1474",46,10,"player","Male","EDM",29,372093
"1475",40,10,"boring","Female","mumblerock",21,206915
"1476",67,10,"player","Male","pop",54,159297
"1477",50,14,"boring","Female","pop",33,239714
"1478",64,6,"player","Male","pop",41,92468
"1479",44,14,"player","Male","pop",26,635072
"1480",35,9,"boring","Male","pop",25,183844
"1481",35,9,"player","Male","pop",31,364620
"1482",48,7,"player","Male","pop",23,426435
"1483",41,9,"player","Male","pop",23,142485
"1484",27,9,"player","Male","pop",19,544417
"1485",40,1,"single","Female","pop",25,133463
"1486",60,6,"boring","Female","pop",31,460766
"1487",38,9,"player","Male","pop",36,217659
"1488",52,9,"boring","Female","pop",17,349647
"1489",36,9,"single","Female","pop",13,404307
"1490",42,9,"player","Male","pop",25,188065
"1491",28,10,"boring","Male","pop",17,548541
"1492",63,2,"boring","Female","pop",57,114463
"1493",20,9,"single","Male","pop",9,960405
"1494",43,10,"player","Male","pop",38,168773
"1495",32,10,"player","Male","pop",30,314850
"1496",45,14,"boring","Female","pop",20,446075
"1497",57,9,"single","Male","pop",46,157295
"1498",25,13,"single","Female","pop",20,193774
"1499",28,9,"single","Male","pop",27,596108
"1500",20,10,"single","Male","pop",19,267486
"1501",26,9,"player","Male","mumblerock",21,361385
"1502",42,10,"player","Female","pop",41,154249
"1503",26,9,"player","Female","pop",17,592760
"1504",23,10,"single","Female","pop",20,300463
"1505",29,9,"single","Male","pop",14,138813
"1506",56,2,"boring","Male","pop",33,163528
"1507",24,9,"single","Male","hiphop",19,480576
"1508",43,9,"boring","Female","pop",19,244534
"1509",53,14,"player","Male","pop",24,312430
"1510",26,9,"single","Male","hiphop",22,428891
"1511",39,9,"boring","Male","hiphop",31,539097
"1512",36,13,"player","Male","pop",18,274998
"1513",39,13,"boring","Male","pop",36,230722
"1514",30,13,"player","Male","pop",16,133742
"1515",26,13,"single","Male","pop",18,530310
"1516",46,6,"boring","Female","pop",27,360605
"1517",58,9,"player","Male","pop",22,176128
"1518",54,13,"player","Male","pop",44,298976
"1519",46,15,"player","Male","pop",45,49209
"1520",36,14,"single","Male","pop",35,201832
"1521",32,1,"player","Female","EDM",15,168357
"1522",28,9,"single","Female","pop",25,173857
"1523",68,4,"player","Male","pop",45,129178
"1524",35,9,"player","Male","pop",26,191958
"1525",20,10,"single","Male","pop",8,333010
"1526",48,9,"boring","Male","pop",38,331162
"1527",25,7,"player","Male","EDM",9,438776
"1528",24,13,"single","Female","pop",13,740299
"1529",26,9,"single","Male","pop",15,805668
"1530",31,13,"player","Male","pop",30,165377
"1531",59,14,"boring","Female","pop",20,221028
"1532",31,3,"single","Male","pop",15,498458
"1533",53,12,"player","Male","pop",41,205847
"1534",70,9,"player","Male","pop",39,181348
"1535",32,9,"single","Male","pop",22,319449
"1536",58,14,"single","Female","mumblerock",34,325535
"1537",48,13,"player","Male","EDM",22,514741
"1538",38,9,"player","Male","pop",27,184107
"1539",20,10,"single","Male","pop",9,456529
"1540",18,9,"single","Male","pop",16,347154
"1541",23,12,"single","Male","pop",22,166002
"1542",43,9,"single","Female","hiphop",16,241139
"1543",40,11,"boring","Male","pop",16,1217169
"1544",54,9,"single","Female","pop",38,253921
"1545",45,9,"player","Male","pop",25,370767
"1546",47,9,"player","Female","pop",37,122852
"1547",50,4,"player","Male","pop",35,331068
"1548",21,7,"single","Male","pop",17,487070
"1549",28,10,"single","Male","hiphop",19,552719
"1550",46,9,"player","Male","pop",32,181438
"1551",24,9,"player","Female","pop",23,554848
"1552",52,9,"player","Male","pop",18,230352
"1553",70,9,"boring","Female","pop",46,178736
"1554",37,10,"player","Female","pop",36,347948
"1555",63,15,"player","Male","pop",29,292783
"1556",34,9,"single","Male","EDM",25,455058
"1557",54,13,"player","Male","pop",44,112036
"1558",50,10,"player","Male","pop",18,114811
"1559",76,4,"player","Male","pop",51,134315
"1560",22,10,"player","Male","pop",12,699292
"1561",37,9,"boring","Female","pop",22,360187
"1562",44,14,"single","Female","pop",27,189745
"1563",31,13,"player","Male","pop",26,468669
"1564",46,9,"boring","Female","pop",28,311509
"1565",57,3,"player","Male","pop",51,159261
"1566",59,9,"player","Male","pop",23,293507
"1567",51,10,"player","Male","pop",38,94370
"1568",61,14,"player","Male","pop",39,165688
"1569",23,13,"single","Male","pop",19,658133
"1570",56,14,"boring","Female","pop",46,288046
"1571",48,9,"player","Male","pop",21,115105
"1572",51,10,"player","Male","pop",45,197394
"1573",46,4,"player","Male","hiphop",36,280304
"1574",33,9,"player","Male","pop",23,625230
"1575",35,10,"boring","Female","pop",33,223736
"1576",32,13,"single","Female","EDM",31,236665
"1577",41,9,"single","Male","pop",39,140643
"1578",51,9,"player","Male","pop",39,120910
"1579",45,13,"player","Male","pop",17,365719
"1580",75,9,"boring","Female","pop",50,119225
"1581",42,14,"single","Female","pop",21,397377
"1582",24,9,"single","Male","pop",16,379510
"1583",31,8,"player","Female","pop",11,150596
"1584",45,5,"player","Male","pop",31,258361
"1585",30,5,"player","Male","pop",12,194777
"1586",22,9,"player","Male","pop",8,753878
"1587",37,9,"player","Female","EDM",32,127507
"1588",31,13,"single","Female","pop",9,276035
"1589",48,13,"boring","Male","pop",16,326569
"1590",44,10,"player","Male","pop",31,183785
"1591",30,10,"single","Male","pop",22,405458
"1592",20,10,"single","Male","pop",9,482326
"1593",32,16,"boring","Male","pop",19,325940
"1594",54,14,"boring","Male","pop",21,844847
"1595",43,10,"player","Male","pop",30,339892
"1596",40,9,"boring","Female","pop",13,418836
"1597",30,9,"player","Male","pop",14,764485
"1598",34,11,"player","Male","pop",16,149320
"1599",41,13,"player","Male","pop",36,78906
"1600",33,9,"boring","Female","hiphop",26,340362
"1601",46,12,"player","Male","mumblerock",21,488563
"1602",58,13,"player","Male","pop",42,62542
"1603",42,10,"player","Male","mumblerock",32,562822
"1604",43,14,"single","Male","pop",23,203863
"1605",30,10,"boring","Female","pop",11,348131
"1606",30,13,"single","Male","pop",11,834312
"1607",38,9,"single","Male","pop",15,549006
"1608",23,6,"single","Male","pop",11,257931
"1609",17,7,"single","Male","pop",6,223663
"1610",68,14,"player","Male","pop",55,107375
"1611",28,6,"single","Female","pop",22,349853
"1612",54,9,"boring","Female","pop",41,88022
"1613",49,13,"boring","Female","pop",33,531980
"1614",49,9,"player","Male","pop",43,397805
"1615",41,11,"single","Female","pop",15,178281
"1616",42,13,"boring","Male","pop",18,189467
"1617",37,11,"player","Male","pop",22,404020
"1618",39,11,"player","Male","pop",18,667253
"1619",50,10,"player","Female","pop",41,243400
"1620",56,13,"player","Male","pop",17,1713816
"1621",31,10,"boring","Male","pop",25,431939
"1622",22,13,"single","Female","pop",15,337718
"1623",39,9,"boring","Female","hiphop",22,502005
"1624",27,9,"player","Female","pop",12,443647
"1625",59,9,"player","Male","pop",53,47829
"1626",26,11,"single","Male","pop",9,617495
"1627",18,9,"single","Male","pop",11,388640
"1628",34,2,"single","Female","pop",24,178305
"1629",19,9,"single","Female","pop",8,239964
"1630",51,13,"boring","Female","pop",24,362052
"1631",21,6,"player","Male","pop",18,298265
"1632",33,10,"single","Female","pop",28,328904
"1633",34,9,"boring","Female","pop",15,646546
"1634",22,7,"single","Male","pop",9,176502
"1635",42,13,"player","Female","pop",33,348034
"1636",23,10,"single","Male","pop",15,417499
"1637",51,13,"player","Male","pop",16,320448
"1638",19,9,"single","Female","pop",13,2073921
"1639",27,13,"single","Male","pop",26,157212
"1640",41,9,"player","Male","pop",26,369842
"1641",19,8,"single","Male","pop",6,241429
"1642",26,11,"boring","Female","pop",15,589958
"1643",36,9,"player","Male","pop",31,288994
"1644",43,13,"player","Male","pop",42,212584
"1645",46,10,"player","Male","pop",33,275510
"1646",49,13,"player","Female","hiphop",33,593848
"1647",20,10,"single","Female","pop",6,350816
"1648",50,9,"player","Male","pop",17,105347
"1649",27,9,"player","Male","pop",22,191600
"1650",23,9,"single","Male","EDM",8,346991
"1651",37,9,"player","Male","pop",31,283398
"1652",39,10,"player","Male","pop",13,716122
"1653",18,7,"single","Male","pop",13,284404
"1654",31,13,"player","Male","pop",23,149958
"1655",68,5,"player","Male","pop",47,109824
"1656",34,10,"player","Male","pop",32,124114
"1657",66,16,"player","Male","hiphop",26,296059
"1658",58,9,"boring","Male","pop",53,40072
"1659",44,10,"player","Male","pop",25,385141
"1660",26,7,"single","Female","hiphop",24,450153
"1661",20,10,"single","Female","pop",7,378797
"1662",54,3,"player","Male","pop",16,373035
"1663",42,13,"player","Male","pop",21,304160
"1664",47,9,"player","Male","pop",21,261047
"1665",49,10,"player","Male","pop",44,195567
"1666",24,10,"single","Female","EDM",14,661735
"1667",41,10,"boring","Female","pop",18,191269
"1668",31,9,"player","Male","pop",24,146595
"1669",52,10,"player","Male","pop",29,113165
"1670",30,10,"player","Male","pop",13,645461
"1671",46,9,"player","Female","pop",35,206632
"1672",22,12,"single","Female","pop",20,130161
"1673",20,9,"single","Female","pop",12,257973
"1674",26,10,"single","Male","pop",21,96267
"1675",47,9,"player","Male","pop",29,486226
"1676",23,10,"player","Male","pop",7,696922
"1677",31,10,"player","Male","pop",18,918588
"1678",66,15,"player","Male","pop",46,85380
"1679",37,14,"single","Male","pop",17,475047
"1680",38,13,"player","Male","pop",35,209617
"1681",40,10,"boring","Male","pop",38,122247
"1682",38,15,"single","Male","pop",18,417421
"1683",44,13,"boring","Female","pop",26,721410
"1684",34,10,"single","Male","pop",31,265390
"1685",30,9,"boring","Male","pop",24,559940
"1686",38,10,"boring","Female","pop",23,193560
"1687",22,10,"single","Female","pop",13,407454
"1688",33,10,"player","Male","pop",16,200174
"1689",30,7,"player","Male","pop",15,273643
"1690",34,9,"single","Male","hiphop",20,365296
"1691",31,9,"single","Female","pop",23,192404
"1692",19,10,"single","Female","pop",15,207885
"1693",48,10,"boring","Female","pop",42,168627
"1694",32,10,"single","Male","pop",14,176822
"1695",27,13,"single","Male","pop",8,381823
"1696",42,14,"boring","Female","hiphop",39,323655
"1697",45,13,"single","Male","pop",22,318592
"1698",67,4,"player","Male","pop",40,180346
"1699",22,9,"single","Female","pop",7,362854
"1700",51,9,"player","Male","pop",47,200629
"1701",27,9,"single","Male","pop",24,195480
"1702",21,10,"single","Female","hiphop",13,870679
"1703",35,10,"single","Male","pop",28,305396
"1704",23,9,"boring","Female","pop",19,66380
"1705",28,9,"single","Female","pop",25,150379
"1706",26,13,"single","Female","pop",22,497983
"1707",24,10,"single","Female","pop",10,314046
"1708",25,10,"single","Male","pop",7,607380
"1709",34,15,"player","Male","pop",32,252521
"1710",44,13,"boring","Male","pop",20,730430
"1711",46,10,"player","Male","pop",29,273493
"1712",40,9,"player","Male","pop",26,171885
"1713",29,13,"player","Male","pop",16,358727
"1714",29,13,"player","Male","pop",18,598791
"1715",35,14,"player","Male","pop",21,498255
"1716",17,6,"single","Female","pop",9,361898
"1717",23,13,"single","Female","pop",17,442306
"1718",21,10,"single","Female","hiphop",10,491241
"1719",20,10,"player","Male","pop",16,295764
"1720",68,10,"player","Female","pop",41,125403
"1721",46,12,"boring","Female","pop",18,341653
"1722",33,9,"single","Female","hiphop",18,163023
"1723",25,13,"player","Female","pop",14,617972
"1724",44,9,"boring","Female","pop",37,278623
"1725",55,14,"player","Male","pop",32,381376
"1726",34,12,"single","Male","pop",28,387974
"1727",25,13,"boring","Male","pop",13,510333
"1728",45,12,"boring","Female","pop",18,434443
"1729",38,10,"boring","Female","pop",34,171757
"1730",29,15,"boring","Male","pop",18,343466
"1731",55,7,"player","Male","pop",28,171069
"1732",62,10,"player","Male","pop",37,145127
"1733",23,10,"single","Male","pop",22,219295
"1734",42,13,"single","Male","pop",41,184971
"1735",50,6,"boring","Male","pop",23,459083
"1736",32,13,"single","Male","pop",22,218361
"1737",35,9,"player","Male","pop",21,186074
"1738",34,6,"player","Male","pop",28,80493
"1739",20,9,"boring","Male","pop",14,286674
"1740",52,9,"boring","Male","pop",32,231541
"1741",45,11,"single","Female","pop",36,170257
"1742",58,13,"boring","Male","pop",18,247456
"1743",43,9,"player","Male","pop",22,507907
"1744",31,10,"player","Male","pop",22,427234
"1745",32,6,"single","Female","hiphop",21,318875
"1746",40,13,"boring","Male","hiphop",21,432044
"1747",44,11,"boring","Female","pop",39,180562
"1748",75,10,"boring","Female","pop",39,450645
"1749",23,10,"single","Female","hiphop",7,247943
"1750",23,10,"single","Male","EDM",11,804554
"1751",72,9,"player","Male","pop",44,111607
"1752",31,10,"player","Male","pop",29,296238
"1753",21,9,"single","Female","pop",7,754969
"1754",29,9,"player","Male","pop",9,472837
"1755",29,9,"player","Male","pop",19,528210
"1756",32,9,"player","Male","pop",23,220182
"1757",37,13,"player","Male","pop",14,424733
"1758",46,6,"player","Female","hiphop",42,193672
"1759",19,10,"single","Female","pop",17,530043
"1760",66,13,"boring","Female","hiphop",26,296508
"1761",33,10,"boring","Male","pop",18,350003
"1762",21,10,"single","Male","pop",19,197954
"1763",33,9,"single","Male","pop",15,421456
"1764",42,10,"boring","Female","pop",30,242718
"1765",21,10,"single","Male","pop",8,378356
"1766",42,9,"player","Male","hiphop",32,173088
"1767",49,12,"boring","Female","pop",20,159751
"1768",32,9,"player","Male","pop",17,477259
"1769",20,10,"single","Female","pop",16,296789
"1770",46,7,"player","Male","pop",33,216366
"1771",45,13,"single","Female","pop",20,324862
"1772",47,13,"boring","Female","pop",41,155313
"1773",19,10,"single","Male","pop",14,313361
"1774",52,9,"boring","Male","pop",42,127903
"1775",40,10,"player","Female","pop",32,417982
"1776",34,9,"player","Male","pop",32,183949
"1777",32,12,"player","Male","pop",19,357507
"1778",47,13,"boring","Female","pop",36,141647
"1779",25,10,"player","Male","pop",13,158636
"1780",28,13,"single","Male","EDM",15,1448063
"1781",70,13,"player","Male","pop",65,81827
"1782",28,9,"boring","Female","pop",11,339741
"1783",25,9,"single","Female","pop",15,507305
"1784",28,10,"single","Male","hiphop",16,61785
"1785",34,10,"player","Male","pop",25,630602
"1786",22,9,"single","Female","pop",21,170877
"1787",39,15,"player","Male","pop",37,218126
"1788",62,13,"player","Male","pop",42,233099
"1789",43,14,"boring","Female","pop",27,173773
"1790",19,10,"single","Female","hiphop",13,824957
"1791",48,9,"player","Male","pop",24,167319
"1792",73,9,"boring","Female","pop",46,87636
"1793",58,13,"player","Male","pop",29,191000
"1794",47,10,"boring","Female","pop",35,107984
"1795",27,9,"player","Male","pop",15,347994
"1796",19,10,"single","Male","pop",17,417776
"1797",60,10,"player","Male","pop",21,326637
"1798",64,6,"player","Male","pop",25,343447
"1799",48,14,"player","Male","pop",38,241332
"1800",26,9,"player","Male","pop",14,760199
"1801",34,9,"player","Male","pop",32,239375
"1802",33,12,"boring","Male","pop",28,283154
"1803",46,14,"boring","Female","pop",34,213903
"1804",51,13,"boring","Male","pop",38,180277
"1805",27,11,"single","Male","pop",21,683619
"1806",22,10,"single","Female","pop",16,205036
"1807",44,10,"boring","Male","hiphop",16,484216
"1808",42,16,"single","Male","pop",39,602536
"1809",23,10,"single","Female","pop",22,520142
"1810",33,12,"boring","Female","pop",32,139113
"1811",24,13,"single","Male","pop",22,145797
"1812",34,11,"single","Female","pop",20,262496
"1813",36,12,"player","Male","pop",11,230360
"1814",28,14,"player","Male","pop",9,271182
"1815",65,13,"player","Male","pop",64,18354
"1816",17,9,"single","Female","pop",7,141318
"1817",17,6,"single","Female","mumblerock",7,889054
"1818",51,9,"player","Female","pop",46,180911
"1819",42,9,"single","Male","mumblerock",16,237409
"1820",58,9,"single","Male","pop",28,748956
"1821",57,10,"boring","Female","pop",52,85230
"1822",26,9,"player","Male","pop",24,307075
"1823",53,10,"player","Male","pop",44,93956
"1824",45,9,"boring","Female","pop",39,161766
"1825",51,7,"player","Male","pop",45,106881
"1826",23,10,"single","Female","pop",19,380873
"1827",46,11,"player","Male","pop",19,868096
"1828",24,13,"single","Male","pop",10,701694
"1829",40,14,"player","Male","pop",38,312503
"1830",48,9,"boring","Female","pop",28,170560
"1831",25,13,"boring","Female","pop",15,429974
"1832",49,9,"boring","Female","pop",34,232367
"1833",26,9,"player","Male","pop",19,292849
"1834",64,13,"single","Female","pop",43,321063
"1835",19,10,"single","Male","pop",16,449844
"1836",26,10,"single","Female","pop",21,887832
"1837",25,10,"single","Female","pop",7,434039
"1838",42,11,"player","Male","hiphop",18,408465
"1839",64,9,"player","Male","pop",36,322304
"1840",24,9,"single","Male","pop",11,286082
"1841",42,9,"boring","Female","pop",36,372572
"1842",52,9,"player","Male","pop",44,141305
"1843",35,9,"player","Male","pop",21,530689
"1844",36,12,"boring","Female","pop",25,211497
"1845",47,11,"player","Male","pop",29,176699
"1846",37,13,"player","Female","pop",32,285968
"1847",31,10,"single","Female","hiphop",13,265071
"1848",21,10,"single","Female","pop",9,654203
"1849",47,10,"player","Male","pop",24,308874
"1850",33,12,"single","Male","pop",12,269529
"1851",61,4,"player","Male","hiphop",44,153680
"1852",19,10,"single","Female","pop",18,223173
"1853",43,11,"boring","Male","pop",41,126845
"1854",19,6,"single","Male","pop",12,438764
"1855",67,8,"player","Male","hiphop",65,39837
"1856",22,10,"single","Male","pop",13,373566
"1857",77,10,"boring","Male","pop",24,181208
"1858",64,9,"player","Male","pop",50,140702
"1859",59,9,"boring","Female","pop",45,93839
"1860",83,6,"player","Male","pop",76,15155
"1861",24,13,"single","Male","pop",14,345585
"1862",24,10,"single","Male","pop",23,299270
"1863",34,13,"player","Male","pop",23,229467
"1864",28,11,"player","Male","pop",9,152619
"1865",54,13,"player","Male","EDM",47,325652
"1866",30,4,"boring","Male","pop",29,310369
"1867",35,10,"single","Male","pop",27,209893
"1868",24,10,"single","Male","pop",10,375279
"1869",51,10,"boring","Male","pop",15,143231
"1870",19,9,"single","Female","pop",13,234897
"1871",35,9,"boring","Female","pop",24,112043
"1872",41,9,"single","Female","hiphop",20,263496
"1873",18,9,"single","Female","pop",5,282089
"1874",26,10,"player","Male","hiphop",23,283308
"1875",53,14,"player","Male","pop",50,68488
"1876",19,10,"single","Female","pop",7,122831
"1877",25,9,"single","Female","hiphop",17,403457
"1878",44,12,"boring","Female","pop",20,483857
"1879",25,3,"single","Male","pop",16,503316
"1880",39,11,"player","Female","pop",33,534930
"1881",44,10,"single","Female","hiphop",38,109186
"1882",22,9,"player","Male","pop",10,608736
"1883",29,10,"single","Male","pop",17,248995
"1884",24,13,"single","Male","pop",8,808181
"1885",26,9,"single","Female","pop",22,530327
"1886",44,9,"boring","Female","hiphop",16,450070
"1887",27,9,"player","Male","pop",22,514906
"1888",51,12,"single","Female","pop",38,466917
"1889",30,13,"single","Female","pop",9,166190
"1890",32,10,"player","Male","pop",19,476093
"1891",35,9,"player","Male","pop",26,199400
"1892",29,10,"boring","Female","pop",24,468796
"1893",27,13,"single","Male","pop",24,311418
"1894",42,10,"player","Male","pop",13,222765
"1895",53,13,"single","Male","pop",50,82329
"1896",24,13,"single","Female","pop",10,403950
"1897",44,15,"single","Male","pop",31,336479
"1898",46,16,"boring","Female","pop",39,256126
"1899",46,10,"player","Female","pop",29,794062
"1900",22,10,"single","Female","hiphop",8,641525
"1901",52,10,"player","Male","pop",41,111920
"1902",31,15,"player","Female","pop",20,459085
"1903",48,10,"boring","Female","pop",15,325169
"1904",37,13,"player","Male","pop",19,408766
"1905",21,9,"single","Female","pop",19,162742
"1906",38,10,"player","Male","pop",29,181662
