"","hhincome","educ_wife_lvl","educ_husb_lvl","hours_housewk_husb","hours_housewk_wife","educ_wife_lvl_LessHS","educ_wife_lvl_SomeUN","educ_wife_lvl_UNIV","educ_husb_lvl_LessHS","educ_husb_lvl_SomeUN","educ_husb_lvl_UNIV","both_univ","both_hs"
"3452",63,"LessHS","LessHS",0,1.33,1,0,0,1,0,0,0,1
"3453",173,"LessHS","LessHS",6.48,12.04,1,0,0,1,0,0,0,1
"3454",210,"UNIV","UNIV",10.53,18.19,0,0,1,0,0,1,1,0
"3455",115,"SomeUN","LessHS",0,4.68,0,1,0,1,0,0,0,0
"3456",141,"SomeUN","LessHS",2.57,7.42,0,1,0,1,0,0,0,0
"3457",199,"LessHS","UNIV",11.37,16.77,1,0,0,0,0,1,0,0
"3458",127,"UNIV","LessHS",6.22,6.31,0,0,1,1,0,0,0,0
"3459",98,"LessHS","SomeUN",0.59,3.53,1,0,0,0,1,0,0,0
"3460",120,"LessHS","UNIV",2.46,6.3,1,0,0,0,0,1,0,0
"3461",75,"LessHS","LessHS",0,1.56,1,0,0,1,0,0,0,1
"3462",82,"LessHS","LessHS",0,1.96,1,0,0,1,0,0,0,1
"3463",165,"SomeUN","LessHS",5.6,10.95,0,1,0,1,0,0,0,0
"3464",107,"UNIV","SomeUN",0,3.87,0,0,1,0,1,0,0,0
"3465",198,"SomeUN","UNIV",9.51,16.54,0,1,0,0,0,1,0,0
"3466",180,"SomeUN","SomeUN",6.96,12.96,0,1,0,0,1,0,0,0
"3467",111,"LessHS","SomeUN",2.87,5.01,1,0,0,0,1,0,0,0
"3468",71,"LessHS","LessHS",0,1.65,1,0,0,1,0,0,0,1
"3469",158,"UNIV","SomeUN",3.11,10.13,0,0,1,0,1,0,0,0
"3470",150,"SomeUN","SomeUN",2.47,8.69,0,1,0,0,1,0,0,0
"3471",114,"LessHS","SomeUN",0,4.88,1,0,0,0,1,0,0,0
"3472",98,"LessHS","SomeUN",0,3.34,1,0,0,0,1,0,0,0
"3473",106,"LessHS","UNIV",5.43,6,1,0,0,0,0,1,0,0
"3474",96,"LessHS","LessHS",0,2.98,1,0,0,1,0,0,0,1
"3475",107,"LessHS","LessHS",4.76,5.46,1,0,0,1,0,0,0,1
"3476",182,"SomeUN","UNIV",7.81,13.99,0,1,0,0,0,1,0,0
"3477",115,"LessHS","LessHS",2.66,4.93,1,0,0,1,0,0,0,1
"3478",122,"LessHS","LessHS",2.72,5.8,1,0,0,1,0,0,0,1
"3479",198,"UNIV","UNIV",8.5,16.42,0,0,1,0,0,1,1,0
"3480",172,"SomeUN","UNIV",5.19,11.95,0,1,0,0,0,1,0,0
"3481",149,"SomeUN","SomeUN",2.24,8.03,0,1,0,0,1,0,0,0
"3482",145,"LessHS","SomeUN",7.28,9.24,1,0,0,0,1,0,0,0
"3483",99,"LessHS","SomeUN",0,3.22,1,0,0,0,1,0,0,0
"3484",117,"LessHS","LessHS",1.6,5.2,1,0,0,1,0,0,0,1
"3485",59,"LessHS","LessHS",0,1.13,1,0,0,1,0,0,0,1
"3486",150,"UNIV","SomeUN",3.94,9.1,0,0,1,0,1,0,0,0
"3487",75,"LessHS","LessHS",0,1.66,1,0,0,1,0,0,0,1
"3488",163,"LessHS","SomeUN",7.27,11.71,1,0,0,0,1,0,0,0
"3489",158,"LessHS","UNIV",6.86,11.54,1,0,0,0,0,1,0,0
"3490",128,"SomeUN","UNIV",0,5.63,0,1,0,0,0,1,0,0
"3491",135,"UNIV","LessHS",2.84,7.29,0,0,1,1,0,0,0,0
"3492",66,"LessHS","LessHS",0,1.26,1,0,0,1,0,0,0,1
"3493",199,"SomeUN","SomeUN",8.12,16.28,0,1,0,0,1,0,0,0
"3494",215,"UNIV","UNIV",12.96,19.38,0,0,1,0,0,1,1,0
"3495",131,"LessHS","LessHS",0.61,6.03,1,0,0,1,0,0,0,1
"3496",122,"LessHS","LessHS",0.73,5.31,1,0,0,1,0,0,0,1
"3497",153,"LessHS","SomeUN",4.52,9.46,1,0,0,0,1,0,0,0
"3498",153,"LessHS","SomeUN",6.49,9.93,1,0,0,0,1,0,0,0
"3499",139,"SomeUN","LessHS",4.28,7.73,0,1,0,1,0,0,0,0
"3500",154,"UNIV","UNIV",3.42,9.16,0,0,1,0,0,1,1,0
"3501",168,"LessHS","SomeUN",10.54,12.47,1,0,0,0,1,0,0,0
"3502",194,"LessHS","UNIV",13.36,16.53,1,0,0,0,0,1,0,0
"3503",151,"LessHS","LessHS",3.49,8.52,1,0,0,1,0,0,0,1
"3504",129,"LessHS","LessHS",0.94,6.4,1,0,0,1,0,0,0,1
"3505",150,"SomeUN","SomeUN",1.74,8.46,0,1,0,0,1,0,0,0
"3506",123,"SomeUN","LessHS",2.47,5.22,0,1,0,1,0,0,0,0
"3507",98,"LessHS","LessHS",1.34,3.79,1,0,0,1,0,0,0,1
"3508",124,"SomeUN","SomeUN",0,5.59,0,1,0,0,1,0,0,0
"3509",127,"SomeUN","UNIV",1.03,6.36,0,1,0,0,0,1,0,0
"3510",101,"LessHS","SomeUN",0.24,4.01,1,0,0,0,1,0,0,0
"3511",117,"LessHS","LessHS",0.11,5.43,1,0,0,1,0,0,0,1
"3512",136,"SomeUN","SomeUN",1.55,7.12,0,1,0,0,1,0,0,0
"3513",203,"UNIV","UNIV",11.05,17.53,0,0,1,0,0,1,1,0
"3514",145,"SomeUN","SomeUN",0.96,7.78,0,1,0,0,1,0,0,0
"3515",182,"UNIV","UNIV",6.02,13.43,0,0,1,0,0,1,1,0
"3516",152,"SomeUN","UNIV",3,9.5,0,1,0,0,0,1,0,0
"3517",141,"LessHS","LessHS",2.53,7.75,1,0,0,1,0,0,0,1
"3518",169,"SomeUN","LessHS",6.78,11.33,0,1,0,1,0,0,0,0
"3519",88,"LessHS","LessHS",0.2,2.71,1,0,0,1,0,0,0,1
"3520",127,"LessHS","LessHS",3.47,6.38,1,0,0,1,0,0,0,1
"3521",165,"LessHS","LessHS",6.49,10.71,1,0,0,1,0,0,0,1
"3522",167,"LessHS","LessHS",4.7,11.07,1,0,0,1,0,0,0,1
"3523",151,"LessHS","UNIV",4.7,9.86,1,0,0,0,0,1,0,0
"3524",138,"LessHS","LessHS",2.94,7.38,1,0,0,1,0,0,0,1
"3525",78,"LessHS","LessHS",1.01,2.91,1,0,0,1,0,0,0,1
"3526",154,"UNIV","LessHS",6.05,9.33,0,0,1,1,0,0,0,0
"3527",137,"SomeUN","SomeUN",1.26,7.08,0,1,0,0,1,0,0,0
"3528",187,"LessHS","UNIV",9.3,15,1,0,0,0,0,1,0,0
"3529",74,"LessHS","LessHS",0.38,1.85,1,0,0,1,0,0,0,1
"3530",132,"LessHS","LessHS",2.34,6.93,1,0,0,1,0,0,0,1
"3531",130,"UNIV","SomeUN",0.83,6.21,0,0,1,0,1,0,0,0
"3532",85,"LessHS","LessHS",0,2.58,1,0,0,1,0,0,0,1
"3533",166,"LessHS","UNIV",5.95,11.81,1,0,0,0,0,1,0,0
"3534",123,"LessHS","LessHS",1.89,5.77,1,0,0,1,0,0,0,1
"3535",147,"LessHS","LessHS",2.58,8.33,1,0,0,1,0,0,0,1
"3536",67,"LessHS","LessHS",0,0.94,1,0,0,1,0,0,0,1
"3537",151,"SomeUN","SomeUN",2.84,9.07,0,1,0,0,1,0,0,0
"3538",77,"LessHS","SomeUN",1.89,3.02,1,0,0,0,1,0,0,0
"3539",95,"LessHS","LessHS",0.19,3.44,1,0,0,1,0,0,0,1
"3540",188,"SomeUN","UNIV",8,14.58,0,1,0,0,0,1,0,0
"3541",194,"LessHS","UNIV",9.4,16.35,1,0,0,0,0,1,0,0
"3542",107,"LessHS","LessHS",1.09,4.26,1,0,0,1,0,0,0,1
"3543",136,"LessHS","UNIV",3.61,7.81,1,0,0,0,0,1,0,0
"3544",151,"LessHS","SomeUN",6.18,9.67,1,0,0,0,1,0,0,0
"3545",156,"SomeUN","UNIV",4.55,9.79,0,1,0,0,0,1,0,0
"3546",158,"LessHS","LessHS",4.76,9.61,1,0,0,1,0,0,0,1
"3547",147,"LessHS","LessHS",6.55,9.16,1,0,0,1,0,0,0,1
"3548",91,"LessHS","SomeUN",0,2.84,1,0,0,0,1,0,0,0
"3549",208,"UNIV","SomeUN",11.08,17.91,0,0,1,0,1,0,0,0
"3550",148,"LessHS","SomeUN",4.99,9.31,1,0,0,0,1,0,0,0
"3551",85,"LessHS","LessHS",0,2.25,1,0,0,1,0,0,0,1
"3552",127,"LessHS","LessHS",3.69,6.48,1,0,0,1,0,0,0,1
"3553",157,"LessHS","SomeUN",7.35,10.74,1,0,0,0,1,0,0,0
"3554",118,"LessHS","LessHS",2.2,5.37,1,0,0,1,0,0,0,1
"3555",118,"LessHS","SomeUN",2.55,5.76,1,0,0,0,1,0,0,0
"3556",201,"LessHS","UNIV",12.36,17.54,1,0,0,0,0,1,0,0
"3557",158,"UNIV","SomeUN",3.84,9.49,0,0,1,0,1,0,0,0
"3558",108,"LessHS","LessHS",1.58,4.57,1,0,0,1,0,0,0,1
"3559",201,"LessHS","UNIV",14.33,17.71,1,0,0,0,0,1,0,0
"3560",119,"LessHS","LessHS",3.12,5.77,1,0,0,1,0,0,0,1
"3561",127,"UNIV","LessHS",3.88,5.71,0,0,1,1,0,0,0,0
"3562",137,"SomeUN","UNIV",1.38,7.4,0,1,0,0,0,1,0,0
"3563",140,"LessHS","LessHS",1.94,7.08,1,0,0,1,0,0,0,1
"3564",174,"LessHS","SomeUN",10.76,13,1,0,0,0,1,0,0,0
"3565",185,"LessHS","SomeUN",7.31,13.99,1,0,0,0,1,0,0,0
"3566",79,"LessHS","LessHS",0,2.09,1,0,0,1,0,0,0,1
"3567",215,"SomeUN","UNIV",12.47,19.3,0,1,0,0,0,1,0,0
"3568",100,"LessHS","LessHS",0,3.32,1,0,0,1,0,0,0,1
"3569",175,"UNIV","LessHS",7.67,12.58,0,0,1,1,0,0,0,0
"3570",91,"LessHS","LessHS",0,3.12,1,0,0,1,0,0,0,1
"3571",167,"SomeUN","SomeUN",5.1,11.02,0,1,0,0,1,0,0,0
"3572",140,"SomeUN","SomeUN",1.21,7.95,0,1,0,0,1,0,0,0
"3573",184,"LessHS","UNIV",8.94,14.75,1,0,0,0,0,1,0,0
"3574",88,"SomeUN","LessHS",0,2.41,0,1,0,1,0,0,0,0
"3575",139,"LessHS","LessHS",3.23,7.1,1,0,0,1,0,0,0,1
"3576",153,"LessHS","SomeUN",6.31,9.88,1,0,0,0,1,0,0,0
"3577",114,"SomeUN","SomeUN",0,4.88,0,1,0,0,1,0,0,0
"3578",138,"LessHS","LessHS",2.77,7.31,1,0,0,1,0,0,0,1
"3579",115,"LessHS","LessHS",0,4.54,1,0,0,1,0,0,0,1
"3580",162,"UNIV","SomeUN",3.8,10.71,0,0,1,0,1,0,0,0
"3581",116,"LessHS","UNIV",2.44,5.88,1,0,0,0,0,1,0,0
"3582",113,"SomeUN","LessHS",0,4.47,0,1,0,1,0,0,0,0
"3583",111,"SomeUN","LessHS",0,3.96,0,1,0,1,0,0,0,0
"3584",76,"LessHS","LessHS",0,1.68,1,0,0,1,0,0,0,1
"3585",82,"LessHS","LessHS",0,1.7,1,0,0,1,0,0,0,1
"3586",160,"UNIV","UNIV",3.14,10.06,0,0,1,0,0,1,1,0
"3587",133,"SomeUN","SomeUN",0.99,7.06,0,1,0,0,1,0,0,0
"3588",101,"LessHS","LessHS",0,3.38,1,0,0,1,0,0,0,1
"3589",155,"SomeUN","LessHS",2.58,9.07,0,1,0,1,0,0,0,0
"3590",136,"UNIV","LessHS",3.48,6.71,0,0,1,1,0,0,0,0
"3591",127,"SomeUN","UNIV",0.27,6.48,0,1,0,0,0,1,0,0
"3592",167,"LessHS","LessHS",6.01,10.85,1,0,0,1,0,0,0,1
"3593",89,"LessHS","LessHS",0,2.11,1,0,0,1,0,0,0,1
"3594",111,"SomeUN","SomeUN",0,4.74,0,1,0,0,1,0,0,0
"3595",125,"SomeUN","UNIV",0,6.35,0,1,0,0,0,1,0,0
"3596",97,"LessHS","LessHS",0,2.83,1,0,0,1,0,0,0,1
"3597",131,"LessHS","UNIV",2.17,7.36,1,0,0,0,0,1,0,0
"3598",98,"LessHS","LessHS",4.61,4.46,1,0,0,1,0,0,0,1
"3599",145,"SomeUN","SomeUN",1.67,8.01,0,1,0,0,1,0,0,0
"3600",137,"LessHS","SomeUN",1.01,7.25,1,0,0,0,1,0,0,0
"3601",150,"LessHS","SomeUN",5.95,9.76,1,0,0,0,1,0,0,0
"3602",128,"LessHS","SomeUN",3.72,6.99,1,0,0,0,1,0,0,0
"3603",159,"SomeUN","SomeUN",3.83,10.09,0,1,0,0,1,0,0,0
"3604",113,"LessHS","LessHS",2.55,5.37,1,0,0,1,0,0,0,1
"3605",106,"LessHS","LessHS",0,3.71,1,0,0,1,0,0,0,1
"3606",195,"LessHS","UNIV",12.86,16.6,1,0,0,0,0,1,0,0
"3607",173,"SomeUN","UNIV",4.69,11.72,0,1,0,0,0,1,0,0
"3608",170,"SomeUN","SomeUN",4.93,11.26,0,1,0,0,1,0,0,0
"3609",108,"LessHS","SomeUN",1.56,5,1,0,0,0,1,0,0,0
"3610",190,"LessHS","SomeUN",11.46,15.96,1,0,0,0,1,0,0,0
"3611",114,"LessHS","LessHS",0.49,4.64,1,0,0,1,0,0,0,1
"3612",156,"SomeUN","UNIV",3.94,9.99,0,1,0,0,0,1,0,0
"3613",184,"SomeUN","SomeUN",6.3,13.66,0,1,0,0,1,0,0,0
"3614",141,"UNIV","UNIV",3.79,8.13,0,0,1,0,0,1,1,0
"3615",212,"UNIV","UNIV",10.49,18.61,0,0,1,0,0,1,1,0
"3616",202,"LessHS","UNIV",12.32,17.3,1,0,0,0,0,1,0,0
"3617",209,"LessHS","UNIV",13.1,18.97,1,0,0,0,0,1,0,0
"3618",207,"UNIV","UNIV",9.23,17.47,0,0,1,0,0,1,1,0
"3619",151,"LessHS","LessHS",4.38,9.3,1,0,0,1,0,0,0,1
"3620",96,"LessHS","LessHS",0,2.83,1,0,0,1,0,0,0,1
"3621",143,"SomeUN","UNIV",2.5,7.71,0,1,0,0,0,1,0,0
"3622",140,"LessHS","LessHS",3.27,7.44,1,0,0,1,0,0,0,1
"3623",165,"LessHS","UNIV",7.43,12.05,1,0,0,0,0,1,0,0
"3624",187,"SomeUN","UNIV",8.78,14.74,0,1,0,0,0,1,0,0
"3625",148,"LessHS","SomeUN",3.18,8.78,1,0,0,0,1,0,0,0
"3626",140,"LessHS","UNIV",4.95,8.45,1,0,0,0,0,1,0,0
"3627",100,"LessHS","LessHS",0,3.94,1,0,0,1,0,0,0,1
"3628",162,"LessHS","LessHS",5.06,10.31,1,0,0,1,0,0,0,1
"3629",174,"LessHS","SomeUN",7.6,12.33,1,0,0,0,1,0,0,0
"3630",147,"LessHS","SomeUN",4.35,9.28,1,0,0,0,1,0,0,0
"3631",82,"LessHS","LessHS",0,1.71,1,0,0,1,0,0,0,1
"3632",83,"LessHS","LessHS",0,2.05,1,0,0,1,0,0,0,1
"3633",189,"SomeUN","SomeUN",7.92,14.94,0,1,0,0,1,0,0,0
"3634",97,"LessHS","LessHS",0,2.88,1,0,0,1,0,0,0,1
"3635",102,"SomeUN","LessHS",0,3.14,0,1,0,1,0,0,0,0
"3636",96,"LessHS","SomeUN",0,3.6,1,0,0,0,1,0,0,0
"3637",118,"UNIV","SomeUN",0,4.91,0,0,1,0,1,0,0,0
"3638",151,"LessHS","LessHS",4.4,9.52,1,0,0,1,0,0,0,1
"3639",121,"LessHS","LessHS",0,5,1,0,0,1,0,0,0,1
"3640",130,"LessHS","LessHS",0.77,6.44,1,0,0,1,0,0,0,1
"3641",140,"LessHS","LessHS",3.78,8.15,1,0,0,1,0,0,0,1
"3642",124,"SomeUN","LessHS",1.74,5.55,0,1,0,1,0,0,0,0
"3643",126,"LessHS","LessHS",0,5.66,1,0,0,1,0,0,0,1
"3644",144,"LessHS","LessHS",4.55,8.42,1,0,0,1,0,0,0,1
"3645",174,"UNIV","SomeUN",6.28,12.17,0,0,1,0,1,0,0,0
"3646",80,"LessHS","LessHS",0,2.22,1,0,0,1,0,0,0,1
"3647",153,"LessHS","LessHS",4.46,9.54,1,0,0,1,0,0,0,1
"3648",120,"LessHS","SomeUN",0.24,5.29,1,0,0,0,1,0,0,0
"3649",165,"UNIV","UNIV",4.27,10.42,0,0,1,0,0,1,1,0
"3650",153,"UNIV","UNIV",1.94,8.93,0,0,1,0,0,1,1,0
"3651",174,"LessHS","SomeUN",6.66,12.61,1,0,0,0,1,0,0,0
"3652",158,"UNIV","LessHS",5.66,10.03,0,0,1,1,0,0,0,0
"3653",176,"UNIV","UNIV",4.64,12.27,0,0,1,0,0,1,1,0
"3654",187,"UNIV","SomeUN",8.52,14.24,0,0,1,0,1,0,0,0
"3655",146,"LessHS","UNIV",3.85,9.3,1,0,0,0,0,1,0,0
"3656",171,"UNIV","SomeUN",6.56,11.68,0,0,1,0,1,0,0,0
"3657",151,"SomeUN","UNIV",3.6,9.34,0,1,0,0,0,1,0,0
"3658",82,"SomeUN","LessHS",0,1.41,0,1,0,1,0,0,0,0
"3659",80,"LessHS","LessHS",0,2.05,1,0,0,1,0,0,0,1
"3660",127,"SomeUN","LessHS",3.9,6.2,0,1,0,1,0,0,0,0
"3661",102,"LessHS","LessHS",0,2.84,1,0,0,1,0,0,0,1
"3662",165,"LessHS","SomeUN",8.8,12.24,1,0,0,0,1,0,0,0
"3663",111,"LessHS","LessHS",0.75,4.36,1,0,0,1,0,0,0,1
"3664",98,"LessHS","LessHS",0,3.27,1,0,0,1,0,0,0,1
"3665",120,"LessHS","LessHS",1.27,4.98,1,0,0,1,0,0,0,1
"3666",142,"LessHS","SomeUN",4.13,8.48,1,0,0,0,1,0,0,0
"3667",119,"LessHS","LessHS",1.43,4.98,1,0,0,1,0,0,0,1
"3668",155,"UNIV","LessHS",6.8,9.64,0,0,1,1,0,0,0,0
"3669",132,"SomeUN","SomeUN",1.1,6.43,0,1,0,0,1,0,0,0
"3670",113,"LessHS","SomeUN",0.25,4.57,1,0,0,0,1,0,0,0
"3671",105,"LessHS","SomeUN",0.92,4.59,1,0,0,0,1,0,0,0
"3672",113,"LessHS","SomeUN",7.36,6.33,1,0,0,0,1,0,0,0
"3673",107,"SomeUN","LessHS",0.15,3.9,0,1,0,1,0,0,0,0
"3674",85,"LessHS","LessHS",0,1.79,1,0,0,1,0,0,0,1
"3675",178,"SomeUN","UNIV",7.07,13.01,0,1,0,0,0,1,0,0
"3676",149,"LessHS","SomeUN",3.79,8.4,1,0,0,0,1,0,0,0
"3677",123,"LessHS","LessHS",1.84,5.79,1,0,0,1,0,0,0,1
"3678",189,"UNIV","LessHS",9.79,15.08,0,0,1,1,0,0,0,0
"3679",100,"LessHS","LessHS",0,4.08,1,0,0,1,0,0,0,1
"3680",126,"LessHS","LessHS",3.98,6.77,1,0,0,1,0,0,0,1
"3681",133,"LessHS","SomeUN",4.59,7.32,1,0,0,0,1,0,0,0
"3682",158,"UNIV","UNIV",3.66,10.03,0,0,1,0,0,1,1,0
"3683",180,"SomeUN","LessHS",8.19,12.99,0,1,0,1,0,0,0,0
"3684",88,"LessHS","LessHS",0,2.46,1,0,0,1,0,0,0,1
"3685",78,"LessHS","LessHS",0,1.15,1,0,0,1,0,0,0,1
"3686",127,"SomeUN","SomeUN",0,5.83,0,1,0,0,1,0,0,0
"3687",144,"LessHS","LessHS",2.81,7.78,1,0,0,1,0,0,0,1
"3688",124,"SomeUN","LessHS",0.37,5.19,0,1,0,1,0,0,0,0
"3689",120,"SomeUN","SomeUN",0,5.02,0,1,0,0,1,0,0,0
"3690",129,"LessHS","LessHS",2.93,6.82,1,0,0,1,0,0,0,1
"3691",170,"UNIV","LessHS",6.79,11.37,0,0,1,1,0,0,0,0
"3692",164,"LessHS","UNIV",9.64,12.12,1,0,0,0,0,1,0,0
"3693",193,"SomeUN","SomeUN",7.83,14.79,0,1,0,0,1,0,0,0
"3694",88,"LessHS","LessHS",1.05,3.44,1,0,0,1,0,0,0,1
"3695",76,"LessHS","LessHS",0,1.92,1,0,0,1,0,0,0,1
"3696",188,"SomeUN","UNIV",7.29,14.63,0,1,0,0,0,1,0,0
"3697",119,"LessHS","LessHS",3.6,6.34,1,0,0,1,0,0,0,1
"3698",182,"LessHS","SomeUN",7.76,13.93,1,0,0,0,1,0,0,0
"3699",159,"SomeUN","UNIV",3.69,10.49,0,1,0,0,0,1,0,0
"3700",151,"LessHS","SomeUN",2.55,8.85,1,0,0,0,1,0,0,0
"3701",144,"SomeUN","LessHS",2.38,8.01,0,1,0,1,0,0,0,0
"3702",199,"UNIV","SomeUN",10.75,16.74,0,0,1,0,1,0,0,0
"3703",116,"LessHS","LessHS",0,4.56,1,0,0,1,0,0,0,1
"3704",150,"LessHS","LessHS",2.56,8.71,1,0,0,1,0,0,0,1
"3705",62,"LessHS","LessHS",0,1.29,1,0,0,1,0,0,0,1
"3706",186,"LessHS","SomeUN",9.55,14.74,1,0,0,0,1,0,0,0
"3707",69,"LessHS","LessHS",0,1.69,1,0,0,1,0,0,0,1
"3708",118,"UNIV","SomeUN",0,4.84,0,0,1,0,1,0,0,0
"3709",88,"LessHS","LessHS",0,3.01,1,0,0,1,0,0,0,1
"3710",166,"LessHS","SomeUN",7.47,11.67,1,0,0,0,1,0,0,0
"3711",84,"SomeUN","LessHS",0,1.77,0,1,0,1,0,0,0,0
"3712",109,"LessHS","LessHS",0,4,1,0,0,1,0,0,0,1
"3713",117,"LessHS","LessHS",0.12,4.43,1,0,0,1,0,0,0,1
"3714",51,"LessHS","LessHS",0,0.22,1,0,0,1,0,0,0,1
"3715",136,"SomeUN","SomeUN",1.16,7.26,0,1,0,0,1,0,0,0
"3716",146,"LessHS","LessHS",3.54,8.5,1,0,0,1,0,0,0,1
"3717",116,"LessHS","SomeUN",0.52,5.22,1,0,0,0,1,0,0,0
"3718",174,"UNIV","UNIV",6.92,12.3,0,0,1,0,0,1,1,0
"3719",92,"LessHS","LessHS",0,2.26,1,0,0,1,0,0,0,1
"3720",94,"LessHS","SomeUN",1.25,3.32,1,0,0,0,1,0,0,0
"3721",187,"LessHS","UNIV",10.92,15.51,1,0,0,0,0,1,0,0
"3722",177,"UNIV","UNIV",5.33,12.58,0,0,1,0,0,1,1,0
"3723",173,"LessHS","SomeUN",8.71,12.68,1,0,0,0,1,0,0,0
"3724",152,"UNIV","UNIV",2.27,9.2,0,0,1,0,0,1,1,0
"3725",113,"LessHS","LessHS",0,4.69,1,0,0,1,0,0,0,1
"3726",122,"LessHS","SomeUN",1.32,5.9,1,0,0,0,1,0,0,0
"3727",98,"SomeUN","SomeUN",0,3.14,0,1,0,0,1,0,0,0
"3728",188,"LessHS","UNIV",9.66,14.98,1,0,0,0,0,1,0,0
"3729",117,"LessHS","SomeUN",1.65,5.7,1,0,0,0,1,0,0,0
"3730",126,"LessHS","UNIV",2.38,6.92,1,0,0,0,0,1,0,0
"3731",153,"LessHS","LessHS",4.33,9.08,1,0,0,1,0,0,0,1
"3732",174,"SomeUN","SomeUN",5.08,12.24,0,1,0,0,1,0,0,0
"3733",96,"LessHS","LessHS",1.83,4.04,1,0,0,1,0,0,0,1
"3734",195,"UNIV","LessHS",11.5,15.8,0,0,1,1,0,0,0,0
"3735",107,"SomeUN","LessHS",0,3.92,0,1,0,1,0,0,0,0
"3736",123,"LessHS","LessHS",0.28,5.66,1,0,0,1,0,0,0,1
"3737",92,"LessHS","LessHS",0,2.84,1,0,0,1,0,0,0,1
"3738",126,"LessHS","LessHS",2.33,6.41,1,0,0,1,0,0,0,1
"3739",85,"SomeUN","LessHS",0,2.21,0,1,0,1,0,0,0,0
"3740",162,"LessHS","SomeUN",5.51,10.9,1,0,0,0,1,0,0,0
"3741",155,"LessHS","LessHS",7.29,10.18,1,0,0,1,0,0,0,1
"3742",119,"LessHS","LessHS",0,5.32,1,0,0,1,0,0,0,1
"3743",99,"LessHS","SomeUN",1.34,3.65,1,0,0,0,1,0,0,0
"3744",185,"LessHS","SomeUN",10.77,14.81,1,0,0,0,1,0,0,0
"3745",157,"LessHS","SomeUN",7.84,11.04,1,0,0,0,1,0,0,0
"3746",94,"LessHS","SomeUN",0,2.78,1,0,0,0,1,0,0,0
"3747",153,"SomeUN","SomeUN",2.93,9.36,0,1,0,0,1,0,0,0
"3748",171,"LessHS","LessHS",5.7,11.78,1,0,0,1,0,0,0,1
"3749",126,"LessHS","LessHS",0.74,5.78,1,0,0,1,0,0,0,1
"3750",165,"LessHS","SomeUN",6.09,11.35,1,0,0,0,1,0,0,0
"3751",127,"SomeUN","SomeUN",0,5.84,0,1,0,0,1,0,0,0
"3752",150,"SomeUN","UNIV",2.17,9.02,0,1,0,0,0,1,0,0
"3753",110,"SomeUN","SomeUN",0,4.21,0,1,0,0,1,0,0,0
"3754",75,"LessHS","LessHS",0,1.65,1,0,0,1,0,0,0,1
"3755",117,"LessHS","UNIV",0.7,5.42,1,0,0,0,0,1,0,0
"3756",156,"LessHS","LessHS",5.02,9.74,1,0,0,1,0,0,0,1
"3757",110,"SomeUN","LessHS",0,4.49,0,1,0,1,0,0,0,0
"3758",89,"LessHS","LessHS",1.06,3.34,1,0,0,1,0,0,0,1
"3759",94,"LessHS","SomeUN",1.03,3.28,1,0,0,0,1,0,0,0
"3760",142,"LessHS","SomeUN",6.8,8.86,1,0,0,0,1,0,0,0
"3761",163,"LessHS","SomeUN",6.51,10.96,1,0,0,0,1,0,0,0
"3762",120,"LessHS","LessHS",1.58,5.5,1,0,0,1,0,0,0,1
"3763",118,"LessHS","LessHS",0,5.36,1,0,0,1,0,0,0,1
"3764",186,"SomeUN","UNIV",6.89,13.83,0,1,0,0,0,1,0,0
"3765",158,"LessHS","UNIV",4.85,9.99,1,0,0,0,0,1,0,0
"3766",88,"LessHS","LessHS",0,2.21,1,0,0,1,0,0,0,1
"3767",169,"SomeUN","LessHS",7.32,11.47,0,1,0,1,0,0,0,0
"3768",127,"UNIV","SomeUN",0,6.01,0,0,1,0,1,0,0,0
"3769",77,"LessHS","LessHS",0,1.7,1,0,0,1,0,0,0,1
"3770",203,"SomeUN","UNIV",10.36,17.47,0,1,0,0,0,1,0,0
"3771",53,"LessHS","LessHS",0,0.25,1,0,0,1,0,0,0,1
"3772",132,"UNIV","UNIV",0.3,6.97,0,0,1,0,0,1,1,0
"3773",102,"SomeUN","LessHS",0.99,3.22,0,1,0,1,0,0,0,0
"3774",97,"LessHS","SomeUN",0,3.04,1,0,0,0,1,0,0,0
"3775",73,"LessHS","LessHS",0,1.64,1,0,0,1,0,0,0,1
"3776",137,"LessHS","LessHS",1.54,6.85,1,0,0,1,0,0,0,1
"3777",166,"LessHS","LessHS",4.88,10.95,1,0,0,1,0,0,0,1
"3778",210,"UNIV","UNIV",11.27,18.4,0,0,1,0,0,1,1,0
"3779",147,"LessHS","LessHS",5.83,8.86,1,0,0,1,0,0,0,1
"3780",169,"LessHS","LessHS",6.6,11.95,1,0,0,1,0,0,0,1
"3781",109,"LessHS","LessHS",2.58,4.66,1,0,0,1,0,0,0,1
"3782",128,"LessHS","UNIV",2.19,6.65,1,0,0,0,0,1,0,0
"3783",106,"LessHS","SomeUN",2.36,4.76,1,0,0,0,1,0,0,0
"3784",122,"SomeUN","SomeUN",0,5.6,0,1,0,0,1,0,0,0
"3785",221,"UNIV","UNIV",13.08,20.62,0,0,1,0,0,1,1,0
"3786",185,"LessHS","SomeUN",8.22,14.22,1,0,0,0,1,0,0,0
"3787",203,"LessHS","SomeUN",10.5,17.46,1,0,0,0,1,0,0,0
"3788",118,"LessHS","LessHS",0,4.62,1,0,0,1,0,0,0,1
